Estructura,Tamaño,Segundos,Bytes
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2743,64000000
Sufix Array,8000000,2754,64000000
Sufix Array,8000000,2744,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2737,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2737,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2731,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2737,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2735,64000000
Sufix Array,8000000,2737,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2738,64000000
Sufix Array,8000000,2762,64000000
Sufix Array,8000000,2750,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2737,64000000
Sufix Array,8000000,2738,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2732,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2736,64000000
Sufix Array,8000000,2733,64000000
Sufix Array,8000000,2734,64000000
Sufix Array,8000000,2731,64000000
Sufix Array,8000000,2733,64000000
